200809,NAIM30,20200804,122908,35,1,3658,2239,3719,2303,200809/NAIM30/105_WSCT/WSCT0004.JPG
200809,NAIM30,20200804,123708,46,1,2447,1388,2528,1468,200809/NAIM30/105_WSCT/WSCT0012.JPG
200809,NAIM30,20200804,125108,75,1,440,2165,531,2252,200809/NAIM30/105_WSCT/WSCT0026.JPG
200809,NAIM30,20200804,125208,29,1,453,2179,535,2280,200809/NAIM30/105_WSCT/WSCT0027.JPG
200809,NAIM30,20200804,130008,25,1,458,2182,535,2279,200809/NAIM30/105_WSCT/WSCT0035.JPG
200809,NAIM30,20200804,130208,45,1,228,2240,339,2333,200809/NAIM30/105_WSCT/WSCT0037.JPG
200809,NAIM30,20200804,130408,67,1,229,2266,344,2354,200809/NAIM30/105_WSCT/WSCT0039.JPG
200809,NAIM30,20200804,132110,81,1,182,2244,309,2358,200809/NAIM30/105_WSCT/WSCT0056.JPG
200809,NAIM30,20200804,132410,27,1,212,2269,334,2369,200809/NAIM30/105_WSCT/WSCT0059.JPG
200809,NAIM30,20200804,133808,32,1,3962,982,4047,1046,200809/NAIM30/105_WSCT/WSCT0073.JPG
200809,NAIM30,20200804,135508,30,1,247,2242,340,2315,200809/NAIM30/105_WSCT/WSCT0090.JPG
200809,NAIM30,20200804,135710,36,1,2030,522,2110,605,200809/NAIM30/105_WSCT/WSCT0092.JPG
200809,NAIM30,20200804,135810,61,1,2538,825,2603,885,200809/NAIM30/105_WSCT/WSCT0093.JPG
200809,NAIM30,20200804,135910,52,1,2552,850,2622,909,200809/NAIM30/105_WSCT/WSCT0094.JPG
200809,NAIM30,20200804,140110,86,1,2555,624,2626,703,200809/NAIM30/105_WSCT/WSCT0096.JPG
200809,NAIM30,20200804,140210,74,1,2555,632,2626,700,200809/NAIM30/105_WSCT/WSCT0097.JPG
200809,NAIM30,20200804,140210,79,1,2262,1577,2362,1657,200809/NAIM30/105_WSCT/WSCT0097.JPG
200809,NAIM30,20200804,140310,80,1,2556,635,2627,702,200809/NAIM30/105_WSCT/WSCT0098.JPG
200809,NAIM30,20200804,141208,52,1,1517,138,1597,239,200809/NAIM30/105_WSCT/WSCT0107.JPG
200809,NAIM30,20200804,141308,50,1,1518,151,1598,227,200809/NAIM30/105_WSCT/WSCT0108.JPG
200809,NAIM30,20200804,141908,84,1,1866,169,1957,281,200809/NAIM30/105_WSCT/WSCT0114.JPG
200809,NAIM30,20200804,145408,45,1,992,1616,1074,1700,200809/NAIM30/105_WSCT/WSCT0149.JPG
200809,NAIM30,20200804,145508,31,1,979,1599,1053,1683,200809/NAIM30/105_WSCT/WSCT0150.JPG
200809,NAIM30,20200804,145608,74,1,3182,1653,3272,1731,200809/NAIM30/105_WSCT/WSCT0151.JPG
200809,NAIM30,20200804,145808,62,1,3185,1654,3271,1730,200809/NAIM30/105_WSCT/WSCT0153.JPG
200809,NAIM30,20200804,145910,27,1,161,776,244,860,200809/NAIM30/105_WSCT/WSCT0154.JPG
200809,NAIM30,20200804,150908,36,1,2426,1092,2510,1179,200809/NAIM30/105_WSCT/WSCT0164.JPG
200809,NAIM30,20200804,151008,41,1,2422,1090,2508,1180,200809/NAIM30/105_WSCT/WSCT0165.JPG
200809,NAIM30,20200804,151108,51,1,2425,1093,2511,1179,200809/NAIM30/105_WSCT/WSCT0166.JPG
200809,NAIM30,20200804,151208,55,1,2423,1090,2509,1178,200809/NAIM30/105_WSCT/WSCT0167.JPG
200809,NAIM30,20200804,151308,65,1,2424,1092,2509,1180,200809/NAIM30/105_WSCT/WSCT0168.JPG
200809,NAIM30,20200804,151408,61,1,2425,1089,2510,1180,200809/NAIM30/105_WSCT/WSCT0169.JPG
200809,NAIM30,20200804,151508,25,1,2427,1092,2510,1178,200809/NAIM30/105_WSCT/WSCT0170.JPG
200809,NAIM30,20200804,152608,74,1,1105,1794,1264,1883,200809/NAIM30/105_WSCT/WSCT0181.JPG
200809,NAIM30,20200804,152710,74,1,1082,1781,1264,1875,200809/NAIM30/105_WSCT/WSCT0182.JPG
200809,NAIM30,20200804,155008,50,1,2267,533,2347,626,200809/NAIM30/105_WSCT/WSCT0205.JPG
200809,NAIM30,20200804,155208,86,1,840,527,1045,667,200809/NAIM30/105_WSCT/WSCT0207.JPG
200809,NAIM30,20200804,160508,42,1,3178,1487,3259,1546,200809/NAIM30/105_WSCT/WSCT0220.JPG
200809,NAIM30,20200804,161008,27,1,3184,1485,3280,1565,200809/NAIM30/105_WSCT/WSCT0225.JPG
200809,NAIM30,20200804,161308,64,1,2043,2151,2145,2229,200809/NAIM30/105_WSCT/WSCT0228.JPG
200809,NAIM30,20200804,161708,43,1,2043,2147,2147,2227,200809/NAIM30/105_WSCT/WSCT0232.JPG
200809,NAIM30,20200804,161908,66,1,3765,1541,3865,1616,200809/NAIM30/105_WSCT/WSCT0234.JPG
200809,NAIM30,20200804,162808,82,1,1076,1955,1227,2091,200809/NAIM30/105_WSCT/WSCT0243.JPG
