06_22,NAIM20,20210818,133710,30,1,3576,1053,3696,1182,06_22/NAIM20/103_WSCT/WSCT0001.JPG
06_22,NAIM20,20210818,133710,34,1,3577,1054,3696,1182,06_22/NAIM20/103_WSCT/WSCT0001.JPG
06_22,NAIM20,20210818,133808,44,1,3579,1055,3695,1183,06_22/NAIM20/103_WSCT/WSCT0002.JPG
06_22,NAIM20,20210818,133908,79,1,2758,1989,2873,2083,06_22/NAIM20/103_WSCT/WSCT0003.JPG
06_22,NAIM20,20210818,133908,83,1,3580,1057,3694,1183,06_22/NAIM20/103_WSCT/WSCT0003.JPG
06_22,NAIM20,20210818,134008,68,1,3586,1052,3693,1183,06_22/NAIM20/103_WSCT/WSCT0004.JPG
06_22,NAIM20,20210818,134108,66,1,3581,1058,3695,1185,06_22/NAIM20/103_WSCT/WSCT0005.JPG
06_22,NAIM20,20210818,134308,75,1,2951,2097,3104,2199,06_22/NAIM20/103_WSCT/WSCT0007.JPG
06_22,NAIM20,20210818,134408,67,1,3580,1058,3694,1182,06_22/NAIM20/103_WSCT/WSCT0008.JPG
06_22,NAIM20,20210818,134408,75,1,2958,2099,3103,2200,06_22/NAIM20/103_WSCT/WSCT0008.JPG
06_22,NAIM20,20210818,134508,45,1,3571,1542,3671,1677,06_22/NAIM20/103_WSCT/WSCT0009.JPG
06_22,NAIM20,20210818,134508,55,1,2957,2099,3104,2203,06_22/NAIM20/103_WSCT/WSCT0009.JPG
06_22,NAIM20,20210818,134608,77,1,2959,2099,3101,2200,06_22/NAIM20/103_WSCT/WSCT0010.JPG
06_22,NAIM20,20210818,134708,82,1,2930,2120,3064,2218,06_22/NAIM20/103_WSCT/WSCT0011.JPG
06_22,NAIM20,20210818,134808,76,1,2934,2120,3062,2222,06_22/NAIM20/103_WSCT/WSCT0012.JPG
06_22,NAIM20,20210818,134908,66,1,2937,2124,3059,2217,06_22/NAIM20/103_WSCT/WSCT0013.JPG
06_22,NAIM20,20210818,135008,68,1,2936,2124,3059,2217,06_22/NAIM20/103_WSCT/WSCT0014.JPG
06_22,NAIM20,20210818,135108,55,1,2937,2127,3062,2219,06_22/NAIM20/103_WSCT/WSCT0015.JPG
06_22,NAIM20,20210818,135308,35,1,4143,1738,4223,1820,06_22/NAIM20/103_WSCT/WSCT0017.JPG
06_22,NAIM20,20210818,135308,80,1,3575,1062,3697,1190,06_22/NAIM20/103_WSCT/WSCT0017.JPG
06_22,NAIM20,20210818,135508,30,1,4147,1742,4223,1819,06_22/NAIM20/103_WSCT/WSCT0019.JPG
06_22,NAIM20,20210818,135508,52,1,2972,2115,3076,2222,06_22/NAIM20/103_WSCT/WSCT0019.JPG
06_22,NAIM20,20210818,135608,38,1,2994,725,3080,784,06_22/NAIM20/103_WSCT/WSCT0020.JPG
06_22,NAIM20,20210818,135608,67,1,2968,2107,3083,2209,06_22/NAIM20/103_WSCT/WSCT0020.JPG
06_22,NAIM20,20210818,135708,50,1,2994,728,3078,787,06_22/NAIM20/103_WSCT/WSCT0021.JPG
06_22,NAIM20,20210818,135708,75,1,2966,2106,3079,2210,06_22/NAIM20/103_WSCT/WSCT0021.JPG
06_22,NAIM20,20210818,135808,79,1,2973,2105,3091,2212,06_22/NAIM20/103_WSCT/WSCT0022.JPG
06_22,NAIM20,20210818,135908,48,1,2972,2099,3094,2215,06_22/NAIM20/103_WSCT/WSCT0023.JPG
06_22,NAIM20,20210818,140008,44,1,2995,732,3080,790,06_22/NAIM20/103_WSCT/WSCT0024.JPG
06_22,NAIM20,20210818,140008,77,1,2974,2108,3094,2212,06_22/NAIM20/103_WSCT/WSCT0024.JPG
06_22,NAIM20,20210818,140108,62,1,2968,2107,3095,2206,06_22/NAIM20/103_WSCT/WSCT0025.JPG
06_22,NAIM20,20210818,140208,38,1,3031,105,3129,191,06_22/NAIM20/103_WSCT/WSCT0026.JPG
06_22,NAIM20,20210818,140208,57,1,2999,728,3082,787,06_22/NAIM20/103_WSCT/WSCT0026.JPG
06_22,NAIM20,20210818,140308,26,1,3032,105,3129,188,06_22/NAIM20/103_WSCT/WSCT0027.JPG
06_22,NAIM20,20210818,140308,33,1,3003,730,3084,788,06_22/NAIM20/103_WSCT/WSCT0027.JPG
06_22,NAIM20,20210818,140308,61,1,2967,2101,3087,2206,06_22/NAIM20/103_WSCT/WSCT0027.JPG
06_22,NAIM20,20210818,140408,33,1,3032,103,3127,185,06_22/NAIM20/103_WSCT/WSCT0028.JPG
06_22,NAIM20,20210818,140408,44,1,3003,719,3085,778,06_22/NAIM20/103_WSCT/WSCT0028.JPG
06_22,NAIM20,20210818,140408,52,1,4132,1737,4222,1819,06_22/NAIM20/103_WSCT/WSCT0028.JPG
06_22,NAIM20,20210818,140408,78,1,2978,2108,3102,2217,06_22/NAIM20/103_WSCT/WSCT0028.JPG
06_22,NAIM20,20210818,140408,78,1,3853,1151,3970,1287,06_22/NAIM20/103_WSCT/WSCT0028.JPG
06_22,NAIM20,20210818,140508,30,1,3577,1552,3670,1676,06_22/NAIM20/103_WSCT/WSCT0029.JPG
06_22,NAIM20,20210818,140508,35,1,2462,184,2560,261,06_22/NAIM20/103_WSCT/WSCT0029.JPG
06_22,NAIM20,20210818,140508,38,1,3008,727,3086,785,06_22/NAIM20/103_WSCT/WSCT0029.JPG
06_22,NAIM20,20210818,140508,70,1,2977,2107,3103,2218,06_22/NAIM20/103_WSCT/WSCT0029.JPG
06_22,NAIM20,20210818,140508,84,1,3843,1143,3963,1287,06_22/NAIM20/103_WSCT/WSCT0029.JPG
06_22,NAIM20,20210818,140608,50,1,2997,713,3081,771,06_22/NAIM20/103_WSCT/WSCT0030.JPG
06_22,NAIM20,20210818,140608,80,1,2979,2111,3102,2216,06_22/NAIM20/103_WSCT/WSCT0030.JPG
06_22,NAIM20,20210818,140708,26,1,4136,1742,4221,1818,06_22/NAIM20/103_WSCT/WSCT0031.JPG
06_22,NAIM20,20210818,140708,31,1,3004,727,3086,786,06_22/NAIM20/103_WSCT/WSCT0031.JPG
06_22,NAIM20,20210818,140708,69,1,2959,2108,3077,2210,06_22/NAIM20/103_WSCT/WSCT0031.JPG
06_22,NAIM20,20210818,140808,30,1,3005,730,3089,789,06_22/NAIM20/103_WSCT/WSCT0032.JPG
06_22,NAIM20,20210818,140908,35,1,3008,730,3089,788,06_22/NAIM20/103_WSCT/WSCT0033.JPG
06_22,NAIM20,20210818,141108,36,1,3002,744,3090,805,06_22/NAIM20/103_WSCT/WSCT0035.JPG
